smiles	status	PUBCHEM_CID	InChI	IUPAC	Isomeric_SMILES	Name	Source
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1.OCC(CO)(CO)N	0	84003	InChI=1S/C15H13NO3.C4H11NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13;5-4(1-6,2-7)3-8/h1-7,11H,8-9H2,(H,18,19);6-8H,1-3,5H2	2-amino-2-(hydroxymethyl)propane-1,3-diol;5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O	Ketorolac tris salt	PMID: 24134630
OC(=O)Cc1cnc[nH]1.Cl	0	145685	InChI=1S/C5H6N2O2.ClH/c8-5(9)1-4-2-6-3-7-4;/h2-3H,1H2,(H,6,7)(H,8,9);1H	2-(1H-imidazol-5-yl)acetic acid;hydrochloride	C1=C(NC=N1)CC(=O)O.Cl	Imidazole-4-acetic acid hydrochloride	PMID: 24134630
OC(C(C(=O)O)O)C(=O)O.CC(NC[C@H](c1ccc(c(c1)O)O)O)C	0	6852409	InChI=1S/C11H17NO3.C4H6O6/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8;5-1(3(7)8)2(6)4(9)10/h3-5,7,11-15H,6H2,1-2H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;/m1./s1	2,3-dihydroxybutanedioic acid;4-[(1S)-1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol	CC(C)NC[C@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	S(+)-Isoproterenol (+)-bitartrate	PMID: 24134630
OC(C(C(=O)O)O)C(=O)O.CNC[C@@H](c1ccc(c(c1)O)O)O	0	6852374	InChI=1S/C9H13NO3.C4H6O6/c1-10-5-9(13)6-2-3-7(11)8(12)4-6;5-1(3(7)8)2(6)4(9)10/h2-4,9-13H,5H2,1H3;1-2,5-6H,(H,7,8)(H,9,10)/t9-;/m0./s1	2,3-dihydroxybutanedioic acid;4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	(-)-Epinephrine bitartrate	PMID: 24134630
OC(C(C(=O)O)O)C(=O)O.Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2	1	135348	InChI=1S/C22H22FN3O3.C4H6O6/c23-17-7-5-15(6-8-17)20(27)16-9-11-25(12-10-16)13-14-26-21(28)18-3-1-2-4-19(18)24-22(26)29;5-1(3(7)8)2(6)4(9)10/h1-8,16H,9-14H2,(H,24,29);1-2,5-6H,(H,7,8)(H,9,10)	2,3-dihydroxybutanedioic acid;3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione	C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O.C(C(C(=O)O)O)(C(=O)O)O	Ketanserin tartrate	DrugAge Database
OC(c1ccccc1Cl)CNC(C)(C)C.Cl	0	5702285	InChI=1S/C12H18ClNO.ClH/c1-12(2,3)14-8-11(15)9-6-4-5-7-10(9)13;/h4-7,11,14-15H,8H2,1-3H3;1H	2-(tert-butylamino)-1-(2-chlorophenyl)ethanol;hydrochloride	CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl	Tulobuterol hydrochloride	PMID: 24134630
OC(COc1nsnc1N1CCOCC1)CNC(C)(C)C.OC(=O)/C=C\C(=O)O	0	5384192	InChI=1S/C13H24N4O3S.C4H4O4/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17;5-3(6)1-2-4(7)8/h10,14,18H,4-9H2,1-3H3;1-2H,(H,5,6)(H,7,8)/b;2-1-	(Z)-but-2-enedioic acid;1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol	CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=C\C(=O)O)\C(=O)O	S(-)-Timolol maleate	PMID: 24134630
OC[C@H]([C@H]1O[C@H]2[C@@H]([C@H]1OCCCN(C)C)OC(O2)(C)C)O.Cl	0	9798098	InChI=1S/C14H27NO6.ClH/c1-14(2)20-12-11(18-7-5-6-15(3)4)10(9(17)8-16)19-13(12)21-14;/h9-13,16-17H,5-8H2,1-4H3;1H/t9-,10-,11+,12-,13-;/m1./s1	(1R)-1-[(3aR,5R,6S,6aR)-6-[3-(dimethylamino)propoxy]-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol;hydrochloride	CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)OCCCN(C)C)C.Cl	Amiprilose hydrochloride	PMID: 24134630
OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3.[Br-]	0	5459110	InChI=1S/C18H24NO4.BrH/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11;/h3-7,12-17,20H,8-10H2,1-2H3;1H/q+1;/p-1/t12?,13-,14-,15+,16-,17+;/m1./s1	[(1R,2R,4S,5S)-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate;bromide	C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]	(-)-Scopolamine methyl bromide	PMID: 24134630
OC[C@H]1NC[C@@H]([C@H]([C@@H]1O)O)O.Cl	0	13018787	InChI=1S/C6H13NO4.ClH/c8-2-3-5(10)6(11)4(9)1-7-3;/h3-11H,1-2H2;1H/t3-,4+,5-,6-;/m1./s1	(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol;hydrochloride	C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O.Cl	1-Deoxynojirimycin hydrochloride	PMID: 24134630
OC[C@H]1OC([S-])[C@@H]([C@H]([C@@H]1O)O)O.[Au+]	0	454937	InChI=1S/C6H12O5S.Au/c7-1-2-3(8)4(9)5(10)6(12)11-2;/h2-10,12H,1H2;/q;+1/p-1/t2-,3-,4+,5-,6?;/m1./s1	gold(1+);(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxane-2-thiolate	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+]	Aurothioglucose	PMID: 24134630
OC1[C@H]2OP(=O)([O-])OCC2OC1n1c(Br)nc2c1nc(N)[nH]c2=O.[Na+]	0	135510967	InChI=1S/C10H11BrN5O7P.Na/c11-9-13-3-6(14-10(12)15-7(3)18)16(9)8-4(17)5-2(22-8)1-21-24(19,20)23-5;/h2,4-5,8,17H,1H2,(H,19,20)(H3,12,14,15,18);/q;+1/p-1/t2?,4?,5-,8?;/m0./s1	sodium;9-[(7aR)-7-hydroxy-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-8-bromo-1H-purin-6-one	C1C2[C@@H](C(C(O2)N3C4=C(C(=O)NC(=N4)N)N=C3Br)O)OP(=O)(O1)[O-].[Na+]	8-Bromo-cGMP sodium	PMID: 24134630
OC1[C@H]2OP(=O)([O-])OCC2OC1n1c(Br)nc2c1ncnc2N.[Na+]	0	23695848	InChI=1S/C10H11BrN5O6P.Na/c11-10-15-4-7(12)13-2-14-8(4)16(10)9-5(17)6-3(21-9)1-20-23(18,19)22-6;/h2-3,5-6,9,17H,1H2,(H,18,19)(H2,12,13,14);/q;+1/p-1/t3?,5?,6-,9?;/m0./s1	sodium;(7aR)-6-(6-amino-8-bromopurin-9-yl)-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol	C1C2[C@@H](C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-].[Na+]	8-Bromo-cAMP sodium	PMID: 24134630
OC1C(O)[C@@H](O[C@H]1[n+]1cccc(c1)C(=S)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H](C([C@H]1O)OP(=O)(O)[O-])n1cnc2c1ncnc2N)O)[O-].[Na+]	0	11957709	InChI=1S/C21H28N7O16P3S.Na/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(43-45(32,33)34)14(30)11(42-21)6-40-47(37,38)44-46(35,36)39-5-10-13(29)15(31)20(41-10)27-3-1-2-9(4-27)18(23)48;/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,48);/q;+1/p-1/t10-,11+,13?,14-,15?,16?,20+,21+;/m0./s1	sodium;[(2R,4S,5R)-2-(6-aminopurin-9-yl)-5-[[[[(2S,5R)-5-(3-carbamothioylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] hydrogen phosphate	C1=CC(=C[N+](=C1)[C@H]2C(C([C@@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@@H](C([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)[O-])O)O)O)C(=S)N.[Na+]	Thio-NADP sodium	PMID: 24134630
Oc1ccc(cc1)C1CNCCc2c1cc(O)c(c2Cl)O.Br	0	11957552	InChI=1S/C16H16ClNO3.BrH/c17-15-11-5-6-18-8-13(9-1-3-10(19)4-2-9)12(11)7-14(20)16(15)21;/h1-4,7,13,18-21H,5-6,8H2;1H	9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol;hydrobromide	C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O.Br	Fenoldopam bromide	PMID: 24134630
Oc1ccc(cc1C(C)(C)C)OC([2H])([2H])[2H].Oc1ccc(c(c1)C(C)(C)C)OC([2H])([2H])[2H]	1	71309873	InChI=1S/2C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12;1-11(2,3)9-7-8(12)5-6-10(9)13-4/h2*5-7,12H,1-4H3/i2*4D3	2-tert-butyl-4-(trideuteriomethoxy)phenol;3-tert-butyl-4-(trideuteriomethoxy)phenol	[2H]C([2H])([2H])OC1=CC(=C(C=C1)O)C(C)(C)C.[2H]C([2H])([2H])OC1=C(C=C(C=C1)O)C(C)(C)C	Butylated hydroxyanisole	DrugAge Database
Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)Cc2c1[nH]c1c2cccc1)CC1CC1.Cl	0	24840086	InChI=1S/C26H26N2O3.ClH/c29-19-8-7-15-11-20-26(30)12-17-16-3-1-2-4-18(16)27-22(17)24-25(26,21(15)23(19)31-24)9-10-28(20)13-14-5-6-14;/h1-4,7-8,14,20,24,27,29-30H,5-6,9-13H2;1H/t20-,24+,25+,26-;/m1./s1	(1S,2S,13R,21R)-22-(cyclopropylmethyl)-14-oxa-11,22-diazaheptacyclo[13.9.1.01,13.02,21.04,12.05,10.019,25]pentacosa-4(12),5,7,9,15,17,19(25)-heptaene-2,16-diol;hydrochloride	C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6.Cl	Naltrindole hydrochloride	PMID: 24134630
OC1CCCc2c1c(N)c1c(n2)cccc1.OC(=O)/C=C\C(=O)O	0	5702293	InChI=1S/C13H14N2O.C4H4O4/c14-13-8-4-1-2-5-9(8)15-10-6-3-7-11(16)12(10)13;5-3(6)1-2-4(7)8/h1-2,4-5,11,16H,3,6-7H2,(H2,14,15);1-2H,(H,5,6)(H,7,8)/b;2-1-	9-amino-1,2,3,4-tetrahydroacridin-1-ol;(Z)-but-2-enedioic acid	C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O	Hydroxytacrine maleate	PMID: 24134630
OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]	0	17882	InChI=1S/C18H26NO3.BrH/c1-19(2)14-8-9-15(19)11-16(10-14)22-18(21)17(12-20)13-6-4-3-5-7-13;/h3-7,14-17,20H,8-12H2,1-2H3;1H/q+1;/p-1	(8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate;bromide	C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]	Atropine methyl bromide	PMID: 24134630
OS(=O)(=O)O.COC(=O)c1c(c2cc(OC)c(c(c2)OC)OC)c2ccc(cc2c(=O)n1c1ccc(cc1)N)OCc1ccccn1	0	9874535	InChI=1S/C32H29N3O7.H2O4S/c1-38-26-15-19(16-27(39-2)30(26)40-3)28-24-13-12-23(42-18-21-7-5-6-14-34-21)17-25(24)31(36)35(29(28)32(37)41-4)22-10-8-20(33)9-11-22;1-5(2,3)4/h5-17H,18,33H2,1-4H3;(H2,1,2,3,4)	methyl 2-(4-aminophenyl)-1-oxo-7-(pyridin-2-ylmethoxy)-4-(3,4,5-trimethoxyphenyl)isoquinoline-3-carboxylate;sulfuric acid	COC1=CC(=CC(=C1OC)OC)C2=C(N(C(=O)C3=C2C=CC(=C3)OCC4=CC=CC=N4)C5=CC=C(C=C5)N)C(=O)OC.OS(=O)(=O)O	T-1032	PMID: 24134630
OS(=O)(=O)O.O=CN1c2cc(OC)c(cc2[C@]23[C@@H]1[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@]1([C@@H]3N(CC2)CC=C1)CC)[C@]1(C[C@@H]2CN(CCc3c1[nH]c1c3cccc1)C[C@](C2)(O)CC)C(=O)OC	1	249332	InChI=1S/C46H56N4O10.H2O4S/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6;1-5(2,3)4/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3;(H2,1,2,3,4)/t28-,37+,38-,39-,42+,43-,44-,45+,46+;/m1./s1	methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate;sulfuric acid	CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O	Vincristine sulfate	DrugAge Database
OS(=O)(=O)O.OC[C@H]1O[C@H]([C@@H]([C@@H]1O[C@H]1O[C@@H](CN)[C@H]([C@@H]([C@H]1N)O)O)O)O[C@@H]1[C@@H](O)[C@H](N)C[C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1N)O)O)N	0	441375	InChI=1S/C23H45N5O14.H2O4S/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22;1-5(2,3)4/h5-23,29-36H,1-4,24-28H2;(H2,1,2,3,4)/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+;/m1./s1	(2S,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,5S)-5-[(1R,2R,3S,5R,6S)-3,5-diamino-2-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol;sulfuric acid	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O	Paromomycin sulfate	PMID: 24134630
OS(=O)(=O)O.OC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@@H]([C@H]([C@@H]2O)O[C@H]2O[C@H](CN)[C@H]([C@@H]([C@H]2O)O)O)N)[C@@H]([C@H]([C@@H]1O)N)O	1	441374	InChI=1S/C18H36N4O11.H2O4S/c19-2-6-10(25)12(27)13(28)18(30-6)33-16-5(21)1-4(20)15(14(16)29)32-17-11(26)8(22)9(24)7(3-23)31-17;1-5(2,3)4/h4-18,23-29H,1-3,19-22H2;(H2,1,2,3,4)/t4-,5+,6-,7-,8+,9-,10-,11-,12+,13-,14-,15+,16-,17-,18-;/m1./s1	(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O	Kanamycin A sulfate	DrugAge Database
S=C(N1CCC(CC1)c1cnc[nH]1)NC1CCCCC1.OC(=O)/C=C\C(=O)O	0	11211984	InChI=1S/C15H24N4S.C4H4O4/c20-15(18-13-4-2-1-3-5-13)19-8-6-12(7-9-19)14-10-16-11-17-14;5-3(6)1-2-4(7)8/h10-13H,1-9H2,(H,16,17)(H,18,20);1-2H,(H,5,6)(H,7,8)/b;2-1-	(Z)-but-2-enedioic acid;N-cyclohexyl-4-(1H-imidazol-5-yl)piperidine-1-carbothioamide	C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3.C(=C\C(=O)O)\C(=O)O	Thioperamide maleate	PMID: 24134630
[N-]=[N+]=Nc1ccc(cc1)C(=O)CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	0	443120	InChI=1S/C18H22N6O7S/c19-12(18(30)31)5-6-15(26)22-13(17(29)21-7-16(27)28)8-32-9-14(25)10-1-3-11(4-2-10)23-24-20/h1-4,12-13H,5-9,19H2,(H,21,29)(H,22,26)(H,27,28)(H,30,31)/t12-,13-/m0/s1	(2S)-2-amino-5-[[(2R)-3-[2-(4-azidophenyl)-2-oxoethyl]sulfanyl-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	C1=CC(=CC=C1C(=O)CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)N=[N+]=[N-]	S-(p-Azidophenacyl)glutathione	PMID: 24134630
[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O	0	3870203	InChI=1S/C6H4N2O6/c9-5-2-3(7(11)12)1-4(6(5)10)8(13)14/h1-2,9-10H	3,5-dinitrobenzene-1,2-diol	C1=C(C=C(C(=C1[N+](=O)[O-])O)O)[N+](=O)[O-]	3,5-Dinitrocatechol	PMID: 24134630
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O	1	1493	InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H	2,4-dinitrophenol	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O	2,4-dinitrophenol	DrugAge Database
[O-][N+](=O)c1ccc(c(c1)OC1CCCCC1)NS(=O)(=O)C	1	4553	InChI=1S/C13H18N2O5S/c1-21(18,19)14-12-8-7-10(15(16)17)9-13(12)20-11-5-3-2-4-6-11/h7-9,11,14H,2-6H2,1H3	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2	NS-398	DrugAge Database
[O-][N+](=O)c1cccc2c1[nH]nc2	0	1893	InChI=1S/C7H5N3O2/c11-10(12)6-3-1-2-5-4-8-9-7(5)6/h1-4H,(H,8,9)	7-nitro-1H-indazole	C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2	7-Nitroindazole	PMID: 24134630
[O-][N+](=O)c1cccc2c1n[nH]c2Br	0	1649	InChI=1S/C7H4BrN3O2/c8-7-4-2-1-3-5(11(12)13)6(4)9-10-7/h1-3H,(H,9,10)	3-bromo-7-nitro-2H-indazole	C1=CC2=C(NN=C2C(=C1)[N+](=O)[O-])Br	3-Bromo-7-nitroindazole	PMID: 24134630
[O-]C(=O)/C=C/C(=O)[O-]	1	5460307	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+	(E)-but-2-enedioate	C(=C/C(=O)[O-])\C(=O)[O-]	Fumarate	DrugAge Database
[O-]C(=O)C(O)C	1	91435	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1	2-hydroxypropanoate	CC(C(=O)[O-])O	DL-lactate	DrugAge Database
[O-]C(=O)C[C@H](O)C	1	6971058	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1	(3R)-3-hydroxybutanoate	C[C@H](CC(=O)[O-])O	D-beta-hydroxybutyrate	DrugAge Database
[O-]C(=O)C[N+](C)(C)C	1	247	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	2-(trimethylazaniumyl)acetate	C[N+](C)(C)CC(=O)[O-]	Betaine	DrugAge Database
[O-]C(=O)CC(C(=O)[O-])O	1	160434	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2	2-hydroxybutanedioate	C(C(C(=O)[O-])O)C(=O)[O-]	Malate	DrugAge Database
[O-]C(=O)CC[C@H](C(=O)[O-])NC(=O)c1ccccc1C(=O)[O-]	0	24867859	InChI=1S/C13H13NO7/c15-10(16)6-5-9(13(20)21)14-11(17)7-3-1-2-4-8(7)12(18)19/h1-4,9H,5-6H2,(H,14,17)(H,15,16)(H,18,19)(H,20,21)/p-3/t9-/m1/s1	(2R)-2-[(2-carboxylatobenzoyl)amino]pentanedioate	C1=CC=C(C(=C1)C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-]	Phthalamoyl-L-glutamic acid trisodium	PMID: 24134630
[O-]C(=O)CCC(=O)[O-]	1	160419	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2	butanedioate	C(CC(=O)[O-])C(=O)[O-]	Succinate	DrugAge Database
Brc1ccc2c(-n3c(CO2)noc3=O)c1	0	4551	InChI=1S/C9H5BrN2O3/c10-5-1-2-7-6(3-5)12-8(4-14-7)11-15-9(12)13/h1-3H,4H2	8-bromo-4H-[1,2,4]oxadiazolo[3,4-c][1,4]benzoxazin-1-one	C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br	NS 2028	PMID: 24134630
C(NC(c1ccccc1)c1ccccc1)CNC(c1ccccc1)c1ccccc1	1	1894361	InChI=1S/C28H28N2/c1-5-13-23(14-6-1)27(24-15-7-2-8-16-24)29-21-22-30-28(25-17-9-3-10-18-25)26-19-11-4-12-20-26/h1-20,27-30H,21-22H2	N,N'-dibenzhydrylethane-1,2-diamine	C1=CC=C(C=C1)C(C2=CC=CC=C2)NCCNC(C3=CC=CC=C3)C4=CC=CC=C4	AMN082	Geroprotective Compounds
C[C@@H](C(=O)C1=Nc2c(NC1)nc([nH]c2=O)N)O	0	135398579	InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,15H,2H2,1H3,(H4,10,11,13,14,17)/t3-/m0/s1	2-amino-6-[(2S)-2-hydroxypropanoyl]-7,8-dihydro-3H-pteridin-4-one	C[C@@H](C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O	Sepiapterin	PMID: 24134630
C[C@@H](C(=O)O)N	1	5950	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1	(2S)-2-aminopropanoic acid	C[C@@H](C(=O)O)N	Alanine	DrugAge Database
C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)CCC[C@@H](CCCC(C)C)C	1	14985	InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1	(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol	CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C	Vitamin E	DrugAge Database
C[C@@H](N(CC#C)C)Cc1ccccc1	1	26757	InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine	C[C@H](CC1=CC=CC=C1)N(C)CC#C	L-deprenyl	DrugAge Database
C[C@@H](O[C@@H]1O[C@@H](C)[C@@H](C[C@H]1O)O)CCC(=O)C	1	16066475	InChI=1S/C12H22O5/c1-7(13)4-5-8(2)16-12-11(15)6-10(14)9(3)17-12/h8-12,14-15H,4-6H2,1-3H3/t8-,9+,10-,11-,12-/m1/s1	(5R)-5-[(2R,3R,5R,6S)-3,5-dihydroxy-6-methyloxan-2-yl]oxyhexan-2-one	C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@H](C)CCC(=O)C)O)O	Ascr#2	DrugAge Database
C[C@@H](O[C@@H]1O[C@@H](C)[C@@H](C[C@H]1O)O)CCCC/C=C/C(=O)O	1	16066476	InChI=1S/C15H26O6/c1-10(7-5-3-4-6-8-14(18)19)20-15-13(17)9-12(16)11(2)21-15/h6,8,10-13,15-17H,3-5,7,9H2,1-2H3,(H,18,19)/b8-6+/t10-,11+,12-,13-,15-/m1/s1	(E,8R)-8-[(2R,3R,5R,6S)-3,5-dihydroxy-6-methyloxan-2-yl]oxynon-2-enoic acid	C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@H](C)CCCC/C=C/C(=O)O)O)O	Ascr#3	DrugAge Database
