Name	Compound IUPAC	InChI	Canonical_SMILES	PUBCHEM_CID	Status	Source
N4-[2-(4-methoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-methoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C17H18N4O/c1-22-14-5-2-12(3-6-14)8-9-19-17-15-10-13(18)4-7-16(15)20-11-21-17/h2-7,10-11H,8-9,18H2,1H3,(H,19,20,21)	COc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509547	1	AID_448438_datatable_active
N4-[2-[4-(2-quinolylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine	4-N-[2-[4-(quinolin-2-ylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine	InChI=1S/C26H23N5O/c27-20-8-12-25-23(15-20)26(30-17-29-25)28-14-13-18-5-10-22(11-6-18)32-16-21-9-7-19-3-1-2-4-24(19)31-21/h1-12,15,17H,13-14,16,27H2,(H,28,29,30)	Nc1ccc2c(c1)c(NCCc1ccc(cc1)OCc1ccc3c(n1)cccc3)ncn2	509557	1	AID_448438_datatable_active
N4-[2-(4-pentoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-pentoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C21H26N4O/c1-2-3-4-13-26-18-8-5-16(6-9-18)11-12-23-21-19-14-17(22)7-10-20(19)24-15-25-21/h5-10,14-15H,2-4,11-13,22H2,1H3,(H,23,24,25)	CCCCCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509565	1	AID_448438_datatable_active
N4-[2-(4-hexoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-hexoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C22H28N4O/c1-2-3-4-5-14-27-19-9-6-17(7-10-19)12-13-24-22-20-15-18(23)8-11-21(20)25-16-26-22/h6-11,15-16H,2-5,12-14,23H2,1H3,(H,24,25,26)	CCCCCCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509566	1	AID_448438_datatable_active
N4-[2-[4-(2-pyridylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine	4-N-[2-[4-(pyridin-2-ylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine	InChI=1S/C22H21N5O/c23-17-6-9-21-20(13-17)22(27-15-26-21)25-12-10-16-4-7-19(8-5-16)28-14-18-3-1-2-11-24-18/h1-9,11,13,15H,10,12,14,23H2,(H,25,26,27)	Nc1ccc2c(c1)c(NCCc1ccc(cc1)OCc1ccccn1)ncn2	509556	1	AID_448438_datatable_active
N4-[2-(4-allyloxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-prop-2-enoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C19H20N4O/c1-2-11-24-16-6-3-14(4-7-16)9-10-21-19-17-12-15(20)5-8-18(17)22-13-23-19/h2-8,12-13H,1,9-11,20H2,(H,21,22,23)	C=CCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509558	1	AID_448438_datatable_active
N4-[2-(4-propoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-propoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C19H22N4O/c1-2-11-24-16-6-3-14(4-7-16)9-10-21-19-17-12-15(20)5-8-18(17)22-13-23-19/h3-8,12-13H,2,9-11,20H2,1H3,(H,21,22,23)	CCCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509562	1	AID_448438_datatable_active
methyl (1R,3S,3aR,8bS)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate	methyl (1R,3S,3aR,8bS)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate	InChI=1S/C28H28O8/c1-32-18-12-10-17(11-13-18)28-23(16-8-6-5-7-9-16)22(26(30)35-4)25(29)27(28,31)24-20(34-3)14-19(33-2)15-21(24)36-28/h5-15,22-23,25,29,31H,1-4H3/t22?,23-,25-,27+,28+/m1/s1	COc1ccc(cc1)[C@]12Oc3c([C@]2(O)[C@@H](C([C@H]1c1ccccc1)C(=O)OC)O)c(OC)cc(c3)OC	45486903	1	AID_448438_datatable_active
N-[4-[2-[(6-aminoquinazolin-4-yl)amino]ethyl]phenyl]acetamide	N-[4-[2-[(6-aminoquinazolin-4-yl)amino]ethyl]phenyl]acetamide	InChI=1S/C18H19N5O/c1-12(24)23-15-5-2-13(3-6-15)8-9-20-18-16-10-14(19)4-7-17(16)21-11-22-18/h2-7,10-11H,8-9,19H2,1H3,(H,23,24)(H,20,21,22)	CC(=O)Nc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509552	1	AID_448438_datatable_active
N-[2-(4-chlorophenyl)ethyl]-6-phenoxyquinazolin-4-amine	N-[2-(4-chlorophenyl)ethyl]-6-phenoxyquinazolin-4-amine	InChI=1S/C22H18ClN3O/c23-17-8-6-16(7-9-17)12-13-24-22-20-14-19(10-11-21(20)25-15-26-22)27-18-4-2-1-3-5-18/h1-11,14-15H,12-13H2,(H,24,25,26)	Clc1ccc(cc1)CCNc1ncnc2c1cc(cc2)Oc1ccccc1	45486904	1	AID_448438_datatable_active
N4-[2-(2-chlorophenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(2-chlorophenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C16H15ClN4/c17-14-4-2-1-3-11(14)7-8-19-16-13-9-12(18)5-6-15(13)20-10-21-16/h1-6,9-10H,7-8,18H2,(H,19,20,21)	Nc1ccc2c(c1)c(NCCc1ccccc1Cl)ncn2	509542	1	AID_448438_datatable_active
N4-Phenethylquinazoline-4,6-diamine	4-N-(2-phenylethyl)quinazoline-4,6-diamine	InChI=1S/C16H16N4/c17-13-6-7-15-14(10-13)16(20-11-19-15)18-9-8-12-4-2-1-3-5-12/h1-7,10-11H,8-9,17H2,(H,18,19,20)	Nc1ccc2c(c1)c(NCCc1ccccc1)ncn2	509536	1	AID_448438_datatable_active
7-chloro-4-N-[2-(4-chlorophenyl)ethyl]quinazoline-4,6-diamine	7-chloro-4-N-[2-(4-chlorophenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C16H14Cl2N4/c17-11-3-1-10(2-4-11)5-6-20-16-12-7-14(19)13(18)8-15(12)21-9-22-16/h1-4,7-9H,5-6,19H2,(H,20,21,22)	Clc1ccc(cc1)CCNc1ncnc2c1cc(N)c(c2)Cl	45486905	1	AID_448438_datatable_active
N-[2-(4-chlorophenyl)ethyl]quinolin-4-amine	N-[2-(4-chlorophenyl)ethyl]quinolin-4-amine	InChI=1S/C17H15ClN2/c18-14-7-5-13(6-8-14)9-11-19-17-10-12-20-16-4-2-1-3-15(16)17/h1-8,10,12H,9,11H2,(H,19,20)	Clc1ccc(cc1)CCNc1ccnc2c1cccc2	45486906	1	AID_448438_datatable_active
N4-[2-(3-pyridyl)ethyl]quinazoline-4,6-diamine	4-N-(2-pyridin-3-ylethyl)quinazoline-4,6-diamine	InChI=1S/C15H15N5/c16-12-3-4-14-13(8-12)15(20-10-19-14)18-7-5-11-2-1-6-17-9-11/h1-4,6,8-10H,5,7,16H2,(H,18,19,20)	Nc1ccc2c(c1)c(NCCc1cccnc1)ncn2	509538	1	AID_448438_datatable_active
N4-[2-(2-methoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(2-methoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C17H18N4O/c1-22-16-5-3-2-4-12(16)8-9-19-17-14-10-13(18)6-7-15(14)20-11-21-17/h2-7,10-11H,8-9,18H2,1H3,(H,19,20,21)	COc1ccccc1CCNc1ncnc2c1cc(N)cc2	509545	1	AID_448438_datatable_active
N4-[2-(4-bromophenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-bromophenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C16H15BrN4/c17-12-3-1-11(2-4-12)7-8-19-16-14-9-13(18)5-6-15(14)20-10-21-16/h1-6,9-10H,7-8,18H2,(H,19,20,21)	Brc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509548	1	AID_448438_datatable_active
N4-[2-(3-methoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(3-methoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C17H18N4O/c1-22-14-4-2-3-12(9-14)7-8-19-17-15-10-13(18)5-6-16(15)20-11-21-17/h2-6,9-11H,7-8,18H2,1H3,(H,19,20,21)	COc1cccc(c1)CCNc1ncnc2c1cc(N)cc2	509546	1	AID_448438_datatable_active
methyl (10S,11R,13S,14R)-10,11-dihydroxy-8-methoxy-14-(4-methoxyphenyl)-13-phenyl-4,6,15-trioxatetracyclo[7.6.0.03,7.010,14]pentadeca-1,3(7),8-triene-12-carboxylate	methyl (10S,11R,13S,14R)-10,11-dihydroxy-8-methoxy-14-(4-methoxyphenyl)-13-phenyl-4,6,15-trioxatetracyclo[7.6.0.03,7.010,14]pentadeca-1,3(7),8-triene-12-carboxylate	InChI=1S/C28H26O9/c1-32-17-11-9-16(10-12-17)28-21(15-7-5-4-6-8-15)20(26(30)34-3)25(29)27(28,31)22-18(37-28)13-19-23(24(22)33-2)36-14-35-19/h4-13,20-21,25,29,31H,14H2,1-3H3/t20?,21-,25-,27+,28+/m1/s1	COC(=O)C1[C@@H](O)[C@@]2([C@]([C@@H]1c1ccccc1)(Oc1c2c(OC)c2c(c1)OCO2)c1ccc(cc1)OC)O	45486915	1	AID_448438_datatable_active
N4-[2-(4-butoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-butoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C20H24N4O/c1-2-3-12-25-17-7-4-15(5-8-17)10-11-22-20-18-13-16(21)6-9-19(18)23-14-24-20/h4-9,13-14H,2-3,10-12,21H2,1H3,(H,22,23,24)	CCCCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509564	1	AID_448438_datatable_active
4-N-[2-[4-(pyridin-2-ylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine;hydrochloride	4-N-[2-[4-(pyridin-2-ylmethoxy)phenyl]ethyl]quinazoline-4,6-diamine;hydrochloride	InChI=1S/C22H21N5O.ClH/c23-17-6-9-21-20(13-17)22(27-15-26-21)25-12-10-16-4-7-19(8-5-16)28-14-18-3-1-2-11-24-18;/h1-9,11,13,15H,10,12,14,23H2,(H,25,26,27);1H	Nc1ccc2c(c1)c(NCCc1ccc(cc1)OCc1ccccn1)ncn2.Cl	45486920	1	AID_448438_datatable_active
(1R)-2,3-Dihydro-1,8bbeta-dihydroxy-3beta-phenyl-3abeta-(1,3-benzodioxole-5-yl)-6,8-dimethoxy-1H-cyclopenta[b]benzofuran-2-carboxylic acid methyl ester	methyl (1R,3S,3aR,8bS)-3a-(1,3-benzodioxol-5-yl)-1,8b-dihydroxy-6,8-dimethoxy-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate	InChI=1S/C28H26O9/c1-32-17-12-20(33-2)24-21(13-17)37-28(16-9-10-18-19(11-16)36-14-35-18)23(15-7-5-4-6-8-15)22(26(30)34-3)25(29)27(24,28)31/h4-13,22-23,25,29,31H,14H2,1-3H3/t22?,23-,25-,27+,28+/m1/s1	COC(=O)C1[C@@H](c2ccccc2)[C@]2([C@]([C@@H]1O)(O)c1c(O2)cc(cc1OC)OC)c1ccc2c(c1)OCO2	45486921	1	AID_448438_datatable_active
Benzamide, 4-[2-[(6-amino-4-quinazolinyl)amino]ethyl]-N,N-dimethyl-	4-[2-[(6-aminoquinazolin-4-yl)amino]ethyl]-N,N-dimethylbenzamide	InChI=1S/C19H21N5O/c1-24(2)19(25)14-5-3-13(4-6-14)9-10-21-18-16-11-15(20)7-8-17(16)22-12-23-18/h3-8,11-12H,9-10,20H2,1-2H3,(H,21,22,23)	Nc1ccc2c(c1)c(NCCc1ccc(cc1)C(=O)N(C)C)ncn2	509551	1	AID_448438_datatable_active
N4-[2-(4-ethoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-ethoxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C18H20N4O/c1-2-23-15-6-3-13(4-7-15)9-10-20-18-16-11-14(19)5-8-17(16)21-12-22-18/h3-8,11-12H,2,9-10,19H2,1H3,(H,20,21,22)	CCOc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509561	1	AID_448438_datatable_active
N4-[2-(4-isopropoxyphenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-propan-2-yloxyphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C19H22N4O/c1-13(2)24-16-6-3-14(4-7-16)9-10-21-19-17-11-15(20)5-8-18(17)22-12-23-19/h3-8,11-13H,9-10,20H2,1-2H3,(H,21,22,23)	CC(Oc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2)C	509563	1	AID_448438_datatable_active
N-[3-(4-chlorophenyl)propyl]quinazolin-4-amine	N-[3-(4-chlorophenyl)propyl]quinazolin-4-amine	InChI=1S/C17H16ClN3/c18-14-9-7-13(8-10-14)4-3-11-19-17-15-5-1-2-6-16(15)20-12-21-17/h1-2,5-10,12H,3-4,11H2,(H,19,20,21)	Clc1ccc(cc1)CCCNc1ncnc2c1cccc2	45486923	1	AID_448438_datatable_active
N4-[2-(3-chlorophenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(3-chlorophenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C16H15ClN4/c17-12-3-1-2-11(8-12)6-7-19-16-14-9-13(18)4-5-15(14)20-10-21-16/h1-5,8-10H,6-7,18H2,(H,19,20,21)	Clc1cccc(c1)CCNc1ncnc2c1cc(N)cc2	509543	1	AID_448438_datatable_active
N4-[2-(4-fluorophenyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-fluorophenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C16H15FN4/c17-12-3-1-11(2-4-12)7-8-19-16-14-9-13(18)5-6-15(14)20-10-21-16/h1-6,9-10H,7-8,18H2,(H,19,20,21)	Fc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509549	1	AID_448438_datatable_active
4-[2-[(6-Aminoquinazolin-4-yl)amino]ethyl]phenol	4-[2-[(6-aminoquinazolin-4-yl)amino]ethyl]phenol	InChI=1S/C16H16N4O/c17-12-3-6-15-14(9-12)16(20-10-19-15)18-8-7-11-1-4-13(21)5-2-11/h1-6,9-10,21H,7-8,17H2,(H,18,19,20)	Oc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	45486925	1	AID_448438_datatable_active
N4-(2-cyclohexylethyl)quinazoline-4,6-diamine	4-N-(2-cyclohexylethyl)quinazoline-4,6-diamine	InChI=1S/C16H22N4/c17-13-6-7-15-14(10-13)16(20-11-19-15)18-9-8-12-4-2-1-3-5-12/h6-7,10-12H,1-5,8-9,17H2,(H,18,19,20)	Nc1ccc2c(c1)c(NCCC1CCCCC1)ncn2	509537	1	AID_448438_datatable_active
N4-(2-pyrrolidin-1-ylethyl)quinazoline-4,6-diamine	4-N-(2-pyrrolidin-1-ylethyl)quinazoline-4,6-diamine	InChI=1S/C14H19N5/c15-11-3-4-13-12(9-11)14(18-10-17-13)16-5-8-19-6-1-2-7-19/h3-4,9-10H,1-2,5-8,15H2,(H,16,17,18)	Nc1ccc2c(c1)c(NCCN1CCCC1)ncn2	509541	1	AID_448438_datatable_active
N4-[2-(p-tolyl)ethyl]quinazoline-4,6-diamine	4-N-[2-(4-methylphenyl)ethyl]quinazoline-4,6-diamine	InChI=1S/C17H18N4/c1-12-2-4-13(5-3-12)8-9-19-17-15-10-14(18)6-7-16(15)20-11-21-17/h2-7,10-11H,8-9,18H2,1H3,(H,19,20,21)	Cc1ccc(cc1)CCNc1ncnc2c1cc(N)cc2	509560	1	AID_448438_datatable_active
Benzamide, 4-[2-[(6-amino-4-quinazolinyl)amino]ethyl]-	4-[2-[(6-aminoquinazolin-4-yl)amino]ethyl]benzamide	InChI=1S/C17H17N5O/c18-13-5-6-15-14(9-13)17(22-10-21-15)20-8-7-11-1-3-12(4-2-11)16(19)23/h1-6,9-10H,7-8,18H2,(H2,19,23)(H,20,21,22)	Nc1ccc2c(c1)c(NCCc1ccc(cc1)C(=O)N)ncn2	509550	1	AID_448438_datatable_active
N-[4-[2-(4-chlorophenyl)ethylamino]quinazolin-6-yl]acetamide	N-[4-[2-(4-chlorophenyl)ethylamino]quinazolin-6-yl]acetamide	InChI=1S/C18H17ClN4O/c1-12(24)23-15-6-7-17-16(10-15)18(22-11-21-17)20-9-8-13-2-4-14(19)5-3-13/h2-7,10-11H,8-9H2,1H3,(H,23,24)(H,20,21,22)	CC(=O)Nc1ccc2c(c1)c(NCCc1ccc(cc1)Cl)ncn2	45486929	1	AID_448438_datatable_active
Didesmethylrocaglamide	(1R,2R,3S,3aR,8bS)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxamide	InChI=1S/C27H27NO7/c1-32-17-11-9-16(10-12-17)27-22(15-7-5-4-6-8-15)21(25(28)30)24(29)26(27,31)23-19(34-3)13-18(33-2)14-20(23)35-27/h4-14,21-22,24,29,31H,1-3H3,(H2,28,30)/t21-,22-,24-,26+,27+/m1/s1	COc1ccc(cc1)[C@]12Oc3c([C@]2(O)[C@@H]([C@@H]([C@H]1c1ccccc1)C(=O)N)O)c(OC)cc(c3)OC	397614	1	AID_448438_datatable_active
3,4-dimethoxy-N-[2-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	3,4-dimethoxy-N-[2-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	InChI=1S/C21H17N3O4/c1-26-16-10-9-13(12-18(16)27-2)20(25)23-15-7-4-3-6-14(15)21-24-19-17(28-21)8-5-11-22-19/h3-12H,1-2H3,(H,23,25)	COc1ccc(cc1OC)C(=O)Nc1ccccc1c1oc2c(n1)nccc2	44591509	1	AID_349547_datatable_active
3-(dimethylamino)-N-[2-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	3-(dimethylamino)-N-[2-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	InChI=1S/C21H18N4O2/c1-25(2)15-8-5-7-14(13-15)20(26)23-17-10-4-3-9-16(17)21-24-19-18(27-21)11-6-12-22-19/h3-13H,1-2H3,(H,23,26)	O=C(c1cccc(c1)N(C)C)Nc1ccccc1c1nc2c(o1)cccn2	44591510	1	AID_349547_datatable_active
N-(2-(1H-benzo[d]imidazol-2-yl)phenyl)-3,5-dimethoxybenzamide	N-[2-(1H-benzimidazol-2-yl)phenyl]-3,5-dimethoxybenzamide	InChI=1S/C22H19N3O3/c1-27-15-11-14(12-16(13-15)28-2)22(26)25-18-8-4-3-7-17(18)21-23-19-9-5-6-10-20(19)24-21/h3-13H,1-2H3,(H,23,24)(H,25,26)	COc1cc(OC)cc(c1)C(=O)Nc1ccccc1c1nc2c([nH]1)cccc2	4274187	1	AID_349547_datatable_active
N-[2-(1H-1,3-benzodiazol-2-yl)phenyl]-3,4-dimethoxybenzamide	N-[2-(1H-benzimidazol-2-yl)phenyl]-3,4-dimethoxybenzamide	InChI=1S/C22H19N3O3/c1-27-19-12-11-14(13-20(19)28-2)22(26)25-16-8-4-3-7-15(16)21-23-17-9-5-6-10-18(17)24-21/h3-13H,1-2H3,(H,23,24)(H,25,26)	COc1cc(ccc1OC)C(=O)Nc1ccccc1c1nc2c([nH]1)cccc2	17497689	1	AID_349547_datatable_active
N-[2-(1H-benzimidazol-2-yl)phenyl]quinoxaline-2-carboxamide	N-[2-(1H-benzimidazol-2-yl)phenyl]quinoxaline-2-carboxamide	InChI=1S/C22H15N5O/c28-22(20-13-23-16-9-3-4-10-17(16)24-20)27-15-8-2-1-7-14(15)21-25-18-11-5-6-12-19(18)26-21/h1-13H,(H,25,26)(H,27,28)	O=C(c1cnc2c(n1)cccc2)Nc1ccccc1c1nc2c([nH]1)cccc2	44591533	1	AID_349547_datatable_active
N-[2-(1H-benzimidazol-2-yl)phenyl]-4-methoxy-3-(morpholin-4-ylmethyl)benzamide	N-[2-(1H-benzimidazol-2-yl)phenyl]-4-methoxy-3-(morpholin-4-ylmethyl)benzamide	InChI=1S/C26H26N4O3/c1-32-24-11-10-18(16-19(24)17-30-12-14-33-15-13-30)26(31)29-21-7-3-2-6-20(21)25-27-22-8-4-5-9-23(22)28-25/h2-11,16H,12-15,17H2,1H3,(H,27,28)(H,29,31)	COc1ccc(cc1CN1CCOCC1)C(=O)Nc1ccccc1c1nc2c([nH]1)cccc2	44591534	1	AID_349547_datatable_active
N-[2-(1H-benzimidazol-2-yl)-4-(piperazin-1-ylmethyl)phenyl]quinoxaline-2-carboxamide	N-[2-(1H-benzimidazol-2-yl)-4-(piperazin-1-ylmethyl)phenyl]quinoxaline-2-carboxamide	InChI=1S/C27H25N7O/c35-27(25-16-29-21-5-1-2-6-22(21)30-25)33-20-10-9-18(17-34-13-11-28-12-14-34)15-19(20)26-31-23-7-3-4-8-24(23)32-26/h1-10,15-16,28H,11-14,17H2,(H,31,32)(H,33,35)	O=C(c1cnc2c(n1)cccc2)Nc1ccc(cc1c1nc2c([nH]1)cccc2)CN1CCNCC1	44138107	1	AID_349547_datatable_active
N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-4-morpholin-4-ylbenzamide	N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-4-morpholin-4-ylbenzamide	InChI=1S/C23H21N5O2/c29-23(16-7-9-17(10-8-16)28-12-14-30-15-13-28)26-19-5-2-1-4-18(19)21-25-20-6-3-11-24-22(20)27-21/h1-11H,12-15H2,(H,26,29)(H,24,25,27)	O=C(c1ccc(cc1)N1CCOCC1)Nc1ccccc1c1nc2c([nH]1)cccn2	44591557	1	AID_349547_datatable_active
4-(dimethylamino)-N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]benzamide	4-(dimethylamino)-N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]benzamide	InChI=1S/C21H19N5O/c1-26(2)15-11-9-14(10-12-15)21(27)24-17-7-4-3-6-16(17)19-23-18-8-5-13-22-20(18)25-19/h3-13H,1-2H3,(H,24,27)(H,22,23,25)	CN(c1ccc(cc1)C(=O)Nc1ccccc1c1[nH]c2c(n1)nccc2)C	44591558	1	AID_349547_datatable_active
N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	InChI=1S/C21H18N4O3/c1-27-17-10-9-13(12-18(17)28-2)21(26)24-15-7-4-3-6-14(15)19-23-16-8-5-11-22-20(16)25-19/h3-12H,1-2H3,(H,24,26)(H,22,23,25)	COc1ccc(cc1OC)C(=O)Nc1ccccc1c1[nH]c2c(n1)nccc2	24769779	1	AID_349547_datatable_active
N-[3-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2,4-dimethoxybenzamide	N-[3-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2,4-dimethoxybenzamide	InChI=1S/C21H18N4O3/c1-27-15-8-9-16(18(12-15)28-2)21(26)23-14-6-3-5-13(11-14)19-24-17-7-4-10-22-20(17)25-19/h3-12H,1-2H3,(H,23,26)(H,22,24,25)	COc1cc(OC)ccc1C(=O)Nc1cccc(c1)c1nc2c([nH]1)cccn2	44591559	1	AID_349547_datatable_active
N-[3-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	N-[3-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	InChI=1S/C21H18N4O3/c1-27-17-9-8-14(12-18(17)28-2)21(26)23-15-6-3-5-13(11-15)19-24-16-7-4-10-22-20(16)25-19/h3-12H,1-2H3,(H,23,26)(H,22,24,25)	COc1cc(ccc1OC)C(=O)Nc1cccc(c1)c1nc2c([nH]1)cccn2	44591560	1	AID_349547_datatable_active
N-[4-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2-methoxy-4-methylbenzamide	N-[4-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2-methoxy-4-methylbenzamide	InChI=1S/C21H18N4O2/c1-13-5-10-16(18(12-13)27-2)21(26)23-15-8-6-14(7-9-15)19-24-17-4-3-11-22-20(17)25-19/h3-12H,1-2H3,(H,23,26)(H,22,24,25)	COc1cc(C)ccc1C(=O)Nc1ccc(cc1)c1nc2c([nH]1)cccn2	44591581	1	AID_349547_datatable_active
N-[4-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	N-[4-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-3,4-dimethoxybenzamide	InChI=1S/C21H18N4O3/c1-27-17-10-7-14(12-18(17)28-2)21(26)23-15-8-5-13(6-9-15)19-24-16-4-3-11-22-20(16)25-19/h3-12H,1-2H3,(H,23,26)(H,22,24,25)	COc1cc(ccc1OC)C(=O)Nc1ccc(cc1)c1nc2c([nH]1)cccn2	44591582	1	AID_349547_datatable_active
3,4-Dimethoxy-N-(3-oxazolo[4,5-b]pyridin-2-yl-phenyl)-benzamide	3,4-dimethoxy-N-[3-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	InChI=1S/C21H17N3O4/c1-26-16-9-8-13(12-18(16)27-2)20(25)23-15-6-3-5-14(11-15)21-24-19-17(28-21)7-4-10-22-19/h3-12H,1-2H3,(H,23,25)	COc1cc(ccc1OC)C(=O)Nc1cccc(c1)c1nc2c(o1)cccn2	1114244	1	AID_349547_datatable_active
3-(dimethylamino)-N-[3-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	3-(dimethylamino)-N-[3-([1,3]oxazolo[4,5-b]pyridin-2-yl)phenyl]benzamide	InChI=1S/C21H18N4O2/c1-25(2)17-9-4-6-14(13-17)20(26)23-16-8-3-7-15(12-16)21-24-19-18(27-21)10-5-11-22-19/h3-13H,1-2H3,(H,23,26)	O=C(c1cccc(c1)N(C)C)Nc1cccc(c1)c1nc2c(o1)cccn2	44591883	1	AID_349547_datatable_active
3-[[3-(dimethylamino)benzoyl]amino]-N-[2-(dimethylamino)ethyl]-5-([1,3]oxazolo[4,5-b]pyridin-2-yl)benzamide	3-[[3-(dimethylamino)benzoyl]amino]-N-[2-(dimethylamino)ethyl]-5-([1,3]oxazolo[4,5-b]pyridin-2-yl)benzamide	InChI=1S/C26H28N6O3/c1-31(2)12-11-28-24(33)18-13-19(26-30-23-22(35-26)9-6-10-27-23)15-20(14-18)29-25(34)17-7-5-8-21(16-17)32(3)4/h5-10,13-16H,11-12H2,1-4H3,(H,28,33)(H,29,34)	CN(CCNC(=O)c1cc(NC(=O)c2cccc(c2)N(C)C)cc(c1)c1oc2c(n1)nccc2)C	44591884	1	AID_349547_datatable_active
N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2-methoxy-4-methylbenzamide	N-[2-(1H-imidazo[4,5-b]pyridin-2-yl)phenyl]-2-methoxy-4-methylbenzamide	InChI=1S/C21H18N4O2/c1-13-9-10-15(18(12-13)27-2)21(26)24-16-7-4-3-6-14(16)19-23-17-8-5-11-22-20(17)25-19/h3-12H,1-2H3,(H,24,26)(H,22,23,25)	COc1cc(C)ccc1C(=O)Nc1ccccc1c1nc2c([nH]1)cccn2	44591923	1	AID_349547_datatable_active
